1976	1	1	28.000000000000004	24	6.095999999999999
1976	1	2	-99	-99	-99
1976	1	3	31	26	-99
1976	1	4	31	25	0
1976	1	5	30	24	-99
1976	1	6	28.000000000000004	25	0
1976	1	7	28.000000000000004	23.000000000000004	3.0479999999999996
1976	1	8	28.000000000000004	23.000000000000004	0
1976	1	9	28.000000000000004	24	14.985999999999999
1976	1	10	30	24	-99
1976	1	11	31	23.000000000000004	3.0479999999999996
1976	1	12	29	25	-99
1976	1	13	30	23.000000000000004	0
1976	1	14	31	25	-99
1976	1	15	30	23.000000000000004	-99
1976	1	16	31	24	-99
1976	1	17	31	25	-99
1976	1	18	29	26	7.112
1976	1	19	29	26	0
1976	1	20	30	24	-99
1976	1	21	29	23.000000000000004	-99
1976	1	22	26	24	0
1976	1	23	23.000000000000004	21.999999999999996	0.508
1976	1	24	23.000000000000004	21.999999999999996	2.032
1976	1	25	28.000000000000004	21.999999999999996	0
1976	1	26	28.000000000000004	21.999999999999996	0
1976	1	27	28.000000000000004	24	-99
1976	1	28	29	24	0
1976	1	29	29	24	3.0479999999999996
1976	1	30	-99	-99	-99
1976	1	31	29	21.999999999999996	-99
1976	2	1	29	21.999999999999996	-99
1976	2	2	28.000000000000004	23.000000000000004	-99
1976	2	3	29	20	-99
1976	2	4	29	23.000000000000004	-99
1976	2	5	29	20	-99
1976	2	6	29	21.999999999999996	-99
1976	2	7	26	21	0
1976	2	8	28.000000000000004	21.999999999999996	-99
1976	2	9	29	23.000000000000004	0
1976	2	10	28.000000000000004	24	0
1976	2	11	29	24	-99
1976	2	12	28.000000000000004	25	-99
1976	2	13	29	23.000000000000004	-99
1976	2	14	31	25	-99
1976	2	15	30	25	-99
1976	2	16	29	25	-99
1976	2	17	30	25	-99
1976	2	18	31	24	0
1976	2	19	29	23.000000000000004	17.018
1976	2	20	29	23.000000000000004	0
1976	2	21	29	23.000000000000004	-99
1976	2	22	30	26	7.112
1976	2	23	29	24	0
1976	2	24	31	25	7.112
1976	2	25	30	24	0
1976	2	26	30	21	-99
1976	2	27	30	23.000000000000004	-99
1976	2	28	32	21.999999999999996	-99
1976	2	29	32	23.000000000000004	-99
1976	3	1	31	23.000000000000004	-99
1976	3	2	30	25	-99
1976	3	3	28.000000000000004	23.000000000000004	-99
1976	3	4	29	24	0.508
1976	3	5	26.999999999999996	23.000000000000004	0
1976	3	6	30	24	0
1976	3	7	26.999999999999996	24	-99
1976	3	8	32	24	10.921999999999999
1976	3	9	32	24	-99
1976	3	10	33	24	-99
1976	3	11	32	24	-99
1976	3	12	32	23.000000000000004	-99
1976	3	13	30	23.000000000000004	-99
1976	3	14	32	24	-99
1976	3	15	30	23.000000000000004	-99
1976	3	16	31	24	-99
1976	3	17	32	24	-99
1976	3	18	32	24	-99
1976	3	19	31	24	-99
1976	3	20	32	24	-99
1976	3	21	38	24	-99
1976	3	22	32	24	-99
1976	3	23	31	23.000000000000004	-99
1976	3	24	32	24	-99
1976	3	25	33	23.000000000000004	-99
1976	3	26	32	23.000000000000004	9.906
1976	3	27	32	24	-99
1976	3	28	32	24	-99
1976	3	29	31	24	-99
1976	3	30	31	23.000000000000004	-99
1976	3	31	31	23.000000000000004	-99
1976	4	1	31	23.000000000000004	-99
1976	4	2	32	24	-99
1976	4	3	32	25	0
1976	4	4	32	23.000000000000004	0
1976	4	5	31	24	-99
1976	4	6	33	24	-99
1976	4	7	32	24	-99
1976	4	8	31	25	-99
1976	4	9	29	21.999999999999996	0
1976	4	10	32	24	-99
1976	4	11	30	23.000000000000004	-99
1976	4	12	32	24	3.0479999999999996
1976	4	13	29	23.000000000000004	0
1976	4	14	34	24	1.016
1976	4	15	29	25	0
1976	4	16	32	23.000000000000004	-99
1976	4	17	34	25	-99
1976	4	18	34	25	0
1976	4	19	33	25	-99
1976	4	20	32	24	1.016
1976	4	21	32	25	1.016
1976	4	22	32	24	3.0479999999999996
1976	4	23	-99	-99	-99
1976	4	24	31	24	2.2859999999999996
1976	4	25	-99	-99	-99
1976	4	26	33	25	-99
1976	4	27	33	25	0
1976	4	28	33	25	-99
1976	4	29	34	24	-99
1976	4	30	33	25	-99
1976	5	1	34	25	-99
1976	5	2	32	24	-99
1976	5	3	-99	-99	-99
1976	5	4	-99	-99	-99
1976	5	5	-99	-99	-99
1976	5	6	-99	-99	-99
1976	5	7	-99	-99	-99
1976	5	8	-99	-99	-99
1976	5	9	-99	-99	-99
1976	5	10	-99	-99	-99
1976	5	11	-99	-99	-99
1976	5	12	-99	-99	-99
1976	5	13	-99	-99	-99
1976	5	14	-99	-99	-99
1976	5	15	-99	-99	-99
1976	5	16	-99	-99	-99
1976	5	17	-99	-99	-99
1976	5	18	-99	-99	-99
1976	5	19	-99	-99	-99
1976	5	20	-99	-99	-99
1976	5	21	-99	-99	-99
1976	5	22	-99	-99	-99
1976	5	23	-99	-99	-99
1976	5	24	-99	-99	-99
1976	5	25	-99	-99	-99
1976	5	26	-99	-99	-99
1976	5	27	-99	-99	-99
1976	5	28	-99	-99	-99
1976	5	29	-99	-99	-99
1976	5	30	-99	-99	-99
1976	5	31	-99	-99	-99
1976	6	1	-99	-99	-99
1976	6	2	-99	-99	-99
1976	6	3	-99	-99	-99
1976	6	4	-99	-99	-99
1976	6	5	-99	-99	-99
1976	6	6	-99	-99	-99
1976	6	7	-99	-99	-99
1976	6	8	-99	-99	-99
1976	6	9	-99	-99	-99
1976	6	10	-99	-99	-99
1976	6	11	-99	-99	-99
1976	6	12	-99	-99	-99
1976	6	13	-99	-99	-99
